IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"52.196.118.55","*.ap-northeast-1.es.amazonaws.com","","","","","*.ap-northeast-1.es.amazonaws.com|*.cell-01.ap-northeast-1.es.amazonaws.com","","false"
"52.196.118.59","mnetjp.com","","","","","mnetjp.com|*.smart.mnetjp.com|*.mnetjp.com","","false"
"52.196.118.62","*.correcton.io","","","","","*.correcton.io","","false"
"52.196.118.73","*.company.works-hi.com","WORKS HUMAN INTELLIGENCE CO., LTD.","JP","Minato-ku","Tokyo","*.company.works-hi.com|company.works-hi.com","","false"
"52.196.118.75","sjdk2-zenzeikyo.com","","","","","sjdk2-zenzeikyo.com","","false"
"52.196.118.76","*.gp-nonprod.conde.digital","","","","","*.gp-nonprod.conde.digital","","false"
"52.196.118.97","artizon.museum","","","","","artizon.museum","","false"
"52.196.118.98","*.google.com","google Services","US","San Francisco","California","*.google.com","","true"
"52.196.118.101","linkscareer.com","","","","","linkscareer.com","","false"
"52.196.118.105","admin.scan-buy.sekappy.com","","","","","admin.scan-buy.sekappy.com","","false"
"52.196.118.108","test.ticket.ponycanyon.co.jp","","","","","test.ticket.ponycanyon.co.jp|*.test.ticket.ponycanyon.co.jp","","false"
"52.196.118.109","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"52.196.118.113","*.sa.crosshead.jp","","","","","*.sa.crosshead.jp","","false"
"52.196.118.118","seohacks.net","","","","","seohacks.net|www.seohacks.net|ml.cont-hub.com|cont-hub.com|ml.seohacks.net|lp.seohacks.net|uideal.net|staging.cont-hub.com|staging.seohacks.net|lp.cont-hub.com","","false"
"52.196.118.119","customerportal.msc.mynavi.jp","Mynavi Corporation","JP","Chiyoda-ku","Tokyo","customerportal.msc.mynavi.jp","","false"
"52.196.118.122","www.ext-qup.com","ASAHI KASEI CORPORATION","JP","Chiyoda-ku","Tokyo","www.ext-qup.com|ext-qup.com","","false"
"52.196.118.124","dev-srv.iot-exchange.net","","","","","dev-srv.iot-exchange.net","","false"
"52.196.118.128","sgkdatabase.com","","","","","sgkdatabase.com|*.sgkdatabase.com","","false"
"52.196.118.129","*.mangazenkan.com","","","","","*.mangazenkan.com|mangazenkan.com","","false"
"52.196.118.139","*.shoppers-cloud.com","","","","","*.shoppers-cloud.com|shoppers-cloud.com","","false"
"52.196.118.142","cbs-summer2026.org","","","","","cbs-summer2026.org","","false"
"52.196.118.147","*.ap-northeast-1.es.amazonaws.com","","","","","*.ap-northeast-1.es.amazonaws.com|*.cell-01.ap-northeast-1.es.amazonaws.com","","false"
"52.196.118.151","*.arrow-dev.gu3.jp","","","","","*.arrow-dev.gu3.jp|arrow-dev.gu3.jp","","false"
"52.196.118.157","lp.pal-style.co.jp","","","","","lp.pal-style.co.jp","","false"
"52.196.118.161","*.oproarts.com","OPRO Co.,Ltd.","JP","Chuo-ku","Tokyo","*.oproarts.com|oproarts.com","","false"
"52.196.118.164","stage.fff.melco-serendie.com","","","","","stage.fff.melco-serendie.com","","false"
"52.196.118.170","www.l2l.com","","","","","www.l2l.com|*.l2l.com|*.leading2lean.com","","false"
"52.196.118.175","*.crazy.co.jp","","","","","*.crazy.co.jp|crazy.co.jp","","false"
"52.196.118.177","gift-origin-stg.as-1.co.jp","","","","","gift-origin-stg.as-1.co.jp","","false"
"52.196.118.179","*.fmrcc.jp","","","","","*.fmrcc.jp|fmrcc.jp","","false"
