IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"18.133.153.167","ais.freightcore.com","","","","","ais.freightcore.com","","false"
"18.133.153.174","ediel-sandbox.evoraglobal.com","","","","","ediel-sandbox.evoraglobal.com","","false"
"18.133.153.192","*.ephesoft.cloud","Tungsten Automation Corporation","US","","California","*.ephesoft.cloud","","false"
"18.133.153.198","kube-apiserver","","","","","fad3dd07027354b362eec06c27686a99.gr7.eu-west-2.eks.amazonaws.com|ip-10-0-111-79.eu-west-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|192.168.75.171|10.0.111.79","false"
"18.133.153.214","*.soticonnect.com","","","","","*.soticonnect.com","","false"
"18.133.153.219","www.profitprotectorpro.com","","","","","www.profitprotectorpro.com","","false"
"18.133.153.227","nexusdevelopment.lhasacloud.org","","","","","nexusdevelopment.lhasacloud.org|*.nexusdevelopment.lhasacloud.org","","false"
"18.133.153.229","idsync.anm.co.uk","","","","","idsync.anm.co.uk","","false"
"18.133.153.231","*.eu-west-2.es.amazonaws.com","","","","","*.eu-west-2.es.amazonaws.com","","false"
"18.133.153.234","lfos.cell-2.prod.eu-west-2.prod.connect.aws.a2z.com","","","","","lfos.cell-2.prod.eu-west-2.prod.connect.aws.a2z.com|pp.lfos.cell-2.prod.eu-west-2.prod.connect.aws.a2z.com|az1.lfos.cell-2.prod.eu-west-2.prod.connect.aws.a2z.com|az2.lfos.cell-2.prod.eu-west-2.prod.connect.aws.a2z.com|ob.lfos.cell-2.prod.eu-west-2.prod.connect.aws.a2z.com|az3.lfos.cell-2.prod.eu-west-2.prod.connect.aws.a2z.com","","false"
"18.133.153.235","prod2-realtime.deepgram.tmac.ai","","","","","prod2-realtime.deepgram.tmac.ai","","false"
"18.133.153.237","*.sdlproducts.com","","","","","*.sdlproducts.com","","false"
"18.133.153.242","sandbox-txn.yourkeys.com","","","","","sandbox-txn.yourkeys.com|*.sandbox-txn.yourkeys.com","","false"
"18.133.153.248","*.dev.royalgreenwich.gov.uk","","","","","*.dev.royalgreenwich.gov.uk","","false"
"18.133.153.252","hub.prod.eu-west-2.ml-platform.aws.a2z.com","","","","","hub.prod.eu-west-2.ml-platform.aws.a2z.com","","false"
"18.133.153.254","pdf-to-md.ai-lab.prod.uktrade.digital","","","","","pdf-to-md.ai-lab.prod.uktrade.digital","","false"
"18.133.154.2","origin.qa.beta.legislation.gov.uk","","","","","origin.qa.beta.legislation.gov.uk","","false"
"18.133.154.4","mcstaging2.animeddev.com","Magento Cloud","FR","","","","","true"
"18.133.154.13","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"18.133.154.18","wellbehaveddogsdevon.com","","","","","wellbehaveddogsdevon.com","","false"
"18.133.154.21","*.dev.bauerradio.com","","","","","*.dev.bauerradio.com","","false"
"18.133.154.26","influx.watergate.dev","","","","","influx.watergate.dev","","false"
"18.133.154.24","*.adsum-works.com","","","","","*.adsum-works.uk|*.adsum-works.com","","false"
"18.133.154.30","*.oncreate.app","","","","","*.oncreate.app|oncreate.app","","false"
"18.133.154.33","dev-api-numbers.uk.customer360.co","","","","","dev-api-numbers.uk.customer360.co","","false"
"18.133.154.45","skewbdigital.co.uk","","","","","skewbdigital.co.uk|*.skewbdigital.co.uk|www.skewbdigital.co.uk","","false"
