IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"18.191.130.106","gonws.zoom.us","Zoom Video Communications, Inc.","US","San Jose","California","gonws.zoom.us|gowebsrvop-va2.zoom.us|websrv-data-reconcile.zoom.us|go-s.zoom.us|gowebsrvop-oh1.zoom.us|gonws-va2.zoom.us|gonws-va1.zoom.us|gonws-oh1.zoom.us|gova2calendarapi.zoom.us|gomqttws-hash.zoom.us|gomqttws-hash-va2.zoom.us|gomqttws-hash-oh1.zoom.us|gomqttws-hash-va1.zoom.us|gomqttws.zoom.us|gomqttws-va1.zoom.us|gomqttws-va2.zoom.us|gomqttws-oh1.zoom.us|gomqttws-device.zoom.us|gomqttws-device-va2.zoom.us|gomqttws-device-va1.zoom.us|gomqttws-device-oh1.zoom.us|gowsgateway.zoom.us|gowsgateway-oh1.zoom.us|gowsgateway-va2.zoom.us|gowsgateway-va1.zoom.us|gonws-va2-internal.zoom.us|gonws-va1-internal.zoom.us|gonws-oh1-internal.zoom.us|gova2-notificationgateway.zoom.us|gooh1-notificationgateway.zoom.us|gonapps.zoom.us|gozdm-developer.zoom.us|gozurm.zoom.us|gokiwi.zoom.us|gomdmdevice.zoom.us|gozdmdevice.zoom.us|ngw-proxy.zoom.us|go-dgpipeline.zoom.us|goteam.zoom.us|gozdmapi.zoom.us|gozdmapi-va1.zoom.us|gozdmapi-va2.zoom.us|gozdmapi-oh1.zoom.us|gozdmapi-poly.zoom.us|gozdmapi-dten.zoom.us|gozdmapi-neat.zoom.us|gozdmapi-logi.zoom.us|gozdm.zoom.us|gozdm-va1.zoom.us|gozdm-va2.zoom.us|gozdm-oh1.zoom.us|gorepo.zoom.us|gooh1uiproxy.zoom.us|gooh1zdm-prov.zoom.us|gova1zdm-prov.zoom.us|gova2zdm-prov.zoom.us|gonlpmod.zoom.us|gova2-nws-billing-op.zoom.us|gooh1-nws-billing-op.zoom.us|gova1-nws-billing-op.zoom.us|go-nws-billing-op.zoom.us|gowebsrvop.zoom.us|go-va2-prometheus.zoom.us|go-oh1-prometheus.zoom.us|go-va-prometheus.zoom.us|go-data-sync-manager-va1.zoom.us|go-data-sync-manager-va2.zoom.us|go-data-sync-manager-oh1.zoom.us|go-data-sync-manager.zoom.us|goswcc.zoom.us|golers.zoom.us|gowebguard-console.zoom.us|websrv-feature.zoom.us|go-in-meeting-store.zoom.us|gowmcc.zoom.us|gocalendarapi.zoom.us|dg01asyncim.zoom.us|dg01nws.zoom.us|dg01as.zoom.us|goasyncim.zoom.us|goas.zoom.us|goas-va.zoom.us|goas-va2.zoom.us|asyncim.zoom.us|nws.zoom.us|async.zoom.us|us06as.zoom.us|az1async.zoom.us|async-va.zoom.us|async-va2.zoom.us|us06as-va.zoom.us|us06as-va2.zoom.us|us04asyncim.zoom.us|us04nws.zoom.us|us04as.zoom.us|us04as-va.zoom.us|us04as-va2.zoom.us|us07asyncim.zoom.us|us07nws.zoom.us|us07as.zoom.us|us07as-va.zoom.us|us07as-va2.zoom.us|in01asyncim.zoom.us|in01nws.zoom.us|in01as.zoom.us|au01asyncim.zoom.us|au01nws.zoom.us|au01as.zoom.us|eu01asyncim.zoom.us|eu01nws.zoom.us|eu01as.zoom.us|eu02asyncim.zoom.us|eu02nws.zoom.us|eu02as.zoom.us|ca01asyncim.zoom.us|ca01nws.zoom.us|ca01as.zoom.us|us05nws.zoom.us|us06nws.zoom.us|us02nws.zoom.us|sg01as.zoom.us|sa01as.zoom.us|sg01nws.zoom.us|sa01nws.zoom.us|sg01asyncim.zoom.us|sa01asyncim.zoom.us|goweb-archzccp-java-test.zoom.us|go-async-notification.zoom.us|goemailgateway.zoom.us|goswcc-oh1.zoom.us|goswcc-va1.zoom.us|gooh1calendarapi.zoom.us|gova2sipproxy02.zoom.us|go-s-va1.zoom.us|gova1uiproxy.zoom.us|gonwsstatic.zoom.us|gosipproxy01.zoom.us|gooh1sipproxy02.zoom.us|gonwsd-d.zoom.us|gooh1sipproxy.zoom.us|gosipproxy.zoom.us|gosipproxy02.zoom.us|gova2sipproxy01.zoom.us|gooh1sipproxy01.zoom.us|gova2uiproxy.zoom.us|gonotificationgateway.zoom.us|gova-notificationgateway.zoom.us|gova1calendarapi.zoom.us|gova2sipproxy.zoom.us|nws-go-internal2.zoom.us|nws-go-internal1.zoom.us|gozdm-prov.zoom.us","","false"
"18.191.130.114","*.ssp-smart-applications.com","","","","","*.ssp-smart-applications.com","","false"
"18.191.130.136","*.paystand.io","","","","","*.paystand.io","","false"
"18.191.130.139","stage.ew.jam.navigacloud.com","","","","","stage.ew.jam.navigacloud.com|jamaicaobserver.com|*.prod.ew.jam.navigacloud.com|*.stage.ew.jam.navigacloud.com|*.jamaicaobserver.com|prod.ew.jam.navigacloud.com","","false"
"18.191.130.143","profitnow.com","","","","","profitnow.com|www.profitnow.com","","false"
"18.191.130.144","operationalapi.us-east-2.devo.eat.redshift.aws.dev","","","","","operationalapi.us-east-2.devo.eat.redshift.aws.dev","","false"
"18.191.130.154","devcustomprojects.online","","","","","devcustomprojects.online|www.devcustomprojects.online","","false"
"18.191.130.167","bmc.primotech.us","","","","","bmc.primotech.us","","false"
"18.191.130.198","*.dev.longboat.com","","","","","*.dev.longboat.com","","false"
"18.191.130.199","*.unhosting.site","","","","","*.unhosting.site|unhosting.site","","false"
