IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"15.157.173.51","*.statflo.com","","","","","*.statflo.com|*.app.statflo.com","","false"
"15.157.173.63","lda-next.staging.ppi.lifedesignanalysis.dev","","","","","lda-next.staging.ppi.lifedesignanalysis.dev|*.lda-next.staging.ppi.lifedesignanalysis.dev","","false"
"15.157.173.65","kube-apiserver","","","","","d0530cb590ee9e5cf5ef2076ad3e9585.sk1.ca-central-1.eks.amazonaws.com|ip-10-0-62-15.ca-central-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|100.65.43.3|10.0.62.15","false"
"15.157.173.69","hangar-dev.aws.cloud.forces.gc.ca","","","","","hangar-dev.aws.cloud.forces.gc.ca|www.hangar-dev.aws.cloud.forces.gc.ca","","false"
"15.157.173.70","api.dev1.local.ca.novusplatform.com","","","","","api.dev1.local.ca.novusplatform.com","","false"
"15.157.173.72","hrctest.crothall-canada.com","","","","","hrctest.crothall-canada.com","","false"
"15.157.173.73","*.lifelenz.net","","","","","*.lifelenz.net|lifelenz.net","","false"
"15.157.173.84","*.campaign.adobe.com","Adobe Inc.","US","San Jose","California","*.campaign.adobe.com","","false"
"15.157.173.91","*.brp.munvo.com","","","","","*.brp.munvo.com","","false"
"15.157.173.102","kube-apiserver","","","","","a9e813863e63b80d37071f10309d1c53.yl4.ca-central-1.eks.amazonaws.com|ip-172-16-110-140.ca-central-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.0.172.226|172.16.110.140","false"
"15.157.173.101","*.bendigi.com","","","","","*.bendigi.com|bendigi.com","","false"
"15.157.173.104","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"15.157.173.109","*.capacityclinic.com","","","","","*.capacityclinic.com","","false"
"15.157.173.113","cms-staging.groupemach.com","","","","","cms-staging.groupemach.com","","false"
"15.157.173.112","*.ca-central-1.es.amazonaws.com","","","","","*.ca-central-1.es.amazonaws.com","","false"
"15.157.173.118","*.infostreamcdc1.splunkcloud.com","Splunk Inc.","US","San Francisco","California","*.infostreamcdc1.splunkcloud.com|infostreamcdc1.splunkcloud.com|es-infostreamcdc1.splunkcloud.com|*.es-infostreamcdc1.splunkcloud.com|http-inputs-infostreamcdc1.splunkcloud.com|*.http-inputs-infostreamcdc1.splunkcloud.com|akamai-inputs-infostreamcdc1.splunkcloud.com|*.akamai-inputs-infostreamcdc1.splunkcloud.com|http-inputs-ack-infostreamcdc1.splunkcloud.com|*.http-inputs-ack-infostreamcdc1.splunkcloud.com|http-inputs-firehose-infostreamcdc1.splunkcloud.com|*.http-inputs-firehose-infostreamcdc1.splunkcloud.com|*.pvt.infostreamcdc1.splunkcloud.com|pvt.infostreamcdc1.splunkcloud.com","","false"
"15.157.173.127","*.na5.livevox.com","","","","","*.na5.livevox.com|na5.livevox.com","","false"
"15.157.173.134","*.sowingo.com","","","","","*.sowingo.com|sowingo.com","","false"
"15.157.173.138","*.ilp.elluciancloud.ca","","","","","*.ilp.elluciancloud.ca","","false"
"15.157.173.132","*.impak.eco","","","","","*.impak.eco","","false"
"15.157.173.147","*.c55.copperleaf.cloud","","","","","*.c55.copperleaf.cloud","","false"
"15.157.173.154","*.intr-fdx3.sandbox.ozone-ca.com","","","","","*.intr-fdx3.sandbox.ozone-ca.com","","false"
"15.157.173.155","*.kindercare.healthkind.ca","","","","","*.kindercare.healthkind.ca|kindercare.healthkind.ca","","false"
"15.157.173.157","*.ca-central-1.es.amazonaws.com","","","","","*.ca-central-1.es.amazonaws.com","","false"
"15.157.173.165","backend.ircc.ca","","","","","backend.ircc.ca|*.backend.ircc.ca","","false"
"15.157.173.166","*.mcquaig.com","","","","","*.mcquaig.com|mcquaig.com","","false"
"15.157.173.170","qbo.electionbuddy.com","","","","","qbo.electionbuddy.com|qex.electionbuddy.com","","false"
"15.157.173.177","millennia.ca.cerner.com","","","","","millennia.ca.cerner.com","","false"
