IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"13.224.173.19","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.15","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.14","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.23","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.29","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.20","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.36","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.43","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.22","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.31","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.24","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.44","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.5","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.88","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.30","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.42","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.17","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.35","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.7","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.90","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.87","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.46","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.39","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.3","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.34","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.38","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.6","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.47","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.25","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.16","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.37","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.9","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.11","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.21","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.10","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.28","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.27","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.13","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.12","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.33","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.85","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.92","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.4","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.91","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.80","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.40","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.112","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.26","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.41","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.2","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.18","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.8","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"13.224.173.79","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
