IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"54.236.99.164","favorite-store.svc.ifit-test.com","","","","","favorite-store.svc.ifit-test.com|*.favorite-store.svc.ifit-test.com","","false"
"54.236.99.169","*.us-east-1.es-integ.amazonaws.com","","","","","*.us-east-1.es-integ.amazonaws.com","","false"
"54.236.99.161","bsale.cl","","","","","bsale.cl|*.bway.cl|imaginex.cl|bway.cl|*.bsale.cl|*.imaginex.cl","","false"
"54.236.99.167","internal.gamma.us-east-1.hermes.mobile-messaging.aws.dev","","","","","internal.gamma.us-east-1.hermes.mobile-messaging.aws.dev","","false"
"54.236.99.178","dev.gworks.com","","","","","dev.gworks.com|*.dev.gworks.com","","false"
"54.236.99.177","console.cloud.timescale.com","","","","","console.cloud.timescale.com","","false"
"54.236.99.183","*.trialinteractive.com","TransPerfect Translations International Inc.","US","New York","New York","*.trialinteractive.com|trialinteractive.com","","false"
"54.236.99.182","placeholder.com","","","","","placeholder.com|*.placeholder.com","","false"
"54.236.99.203","*.cx360.net","Core Solutions, Inc.","US","King of Prussia","Pennsylvania","*.cx360.net|cx360.net","","false"
"54.236.99.201","*.eks-staging-us-east-1.dev.bubblesof.red","","","","","*.eks-staging-us-east-1.dev.bubblesof.red|*.dev.bubblesof.red","","false"
"54.236.99.209","*.drtst.org","","","","","*.drtst.org|drtst.org","","false"
"54.236.99.210","*.motivemetrics.com","","","","","*.motivemetrics.com","","false"
"54.236.99.236","kube-apiserver","","","","","55189ab83c46ef28ccd7ad3e1b0731cc.gr7.us-east-1.eks.amazonaws.com|ip-172-16-62-189.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.0.0.10|172.16.62.189","false"
"54.236.99.225","*.aeroapp.info","","","","","*.aeroapp.info","","false"
"54.236.99.191","AMA@40130#EC2A6DD5529F","Asguard","US","","","","","false"
"54.236.99.224","*.portal.calllight.health","","","","","*.portal.calllight.health|portal.calllight.health","","false"
"54.236.99.243","safeticket.click","","","","","safeticket.click","","false"
"54.236.99.229","*.softrek.mx","","","","","*.softrek.mx|softrek.mx","","false"
"54.236.99.251","www.development.indji.net","","","","","www.development.indji.net","","false"
"54.236.99.248","api-ue1-prod.menicon-prod.bigpicturemedical.com","","","","","api-ue1-prod.menicon-prod.bigpicturemedical.com","","false"
"54.236.99.228","*.talemetry-qa.net","","","","","*.talemetry-qa.net|api.match.talemetry-qa.net|api.verify.talemetry-qa.net|api2.match.talemetry-qa.net|monitor.match.talemetry-qa.net","","false"
"54.236.99.239","sendbee.io","","","","","sendbee.io|*.sendbee.io","","false"
"54.236.100.12","upsidehub-bff.upside-np.vauto.com","","","","","upsidehub-bff.upside-np.vauto.com|*.upsidehub-bff.upside-np.vauto.com","","false"
"54.236.100.17","*.novaventa.com.co","","","","","*.novaventa.com.co","","false"
"54.236.100.18","*.blackboard.com","","","","","*.blackboard.com","","false"
"54.236.100.25","*.tempostorm-online.com","","","","","*.tempostorm-online.com|tempostorm-online.com","","false"
"54.236.100.37","*.ttpsdk.info","","","","","*.ttpsdk.info","","false"
"54.236.100.36","test.erp.wilsoninds.com","","","","","test.erp.wilsoninds.com","","false"
"54.236.100.53","*.us-east1-c.nakamacloud.io","","","","","*.us-east1-c.nakamacloud.io|us-east1-c.nakamacloud.io","","false"
"54.236.100.57","*.w3net.com.br","","","","","*.w3net.com.br|w3net.com.br","","false"
"54.236.100.30","int.mysmartgov.net","","","","","int.mysmartgov.net|*.int.mysmartgov.net","","false"
"54.236.100.68","dreamore.services.block-art.xyz","","","","","dreamore.services.block-art.xyz","","false"
"54.236.100.75","archienekonft.io","","","","","archienekonft.io|www.archienekonft.io|*.archienekonft.io","","false"
"54.236.100.76","*.shadowspear.cloud","SpearTip, LLC","US","St. Louis","Missouri","*.shadowspear.cloud|shadowspear.cloud","","false"
"54.236.100.74","*.paddle.dev","","","","","*.paddle.dev","","false"
"54.236.100.82","www.example.com","Bitnami","","","","","","true"
"54.236.100.93","sso-enabled.rde.onecms.io","","","","","sso-enabled.rde.onecms.io|*.sso-enabled.rde.onecms.io|*.wp.sso-enabled.rde.onecms.io|wp.sso-enabled.rde.onecms.io","","false"
"54.236.100.96","dev.package.ai","","","","","dev.package.ai|*.dev.package.ai","","false"
"54.236.100.101","*.api.cloud.sailpoint.com","","","","","*.api.cloud.sailpoint.com","","false"
"54.236.100.100","*.yomali.altinity.cloud","","","","","*.yomali.altinity.cloud|*.internal.yomali.altinity.cloud","","false"
"54.236.100.103","kube-apiserver","","","","","fca7ef28133d5e0dfbd332018c90b2e5.yl4.us-east-1.eks.amazonaws.com|ip-10-0-116-130.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.31.27.150|10.0.116.130","false"
"54.236.100.106","kube-apiserver","","","","","0f26ac953c86f5d6ffa83aad6e6b3796.gr7.us-east-1.eks.amazonaws.com|ip-10-0-161-3.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|100.66.13.169|10.0.161.3","false"
"54.236.100.109","*.perf.bloomreach.com","","","","","*.perf.bloomreach.com|perf.bloomreach.com","","false"
"54.236.100.123","*.yodiz.com","","","","","*.yodiz.com","","false"
"54.236.100.111","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-01.us-east-1.es.amazonaws.com","","false"
"54.236.100.125","data.dictatoralert.org","","","","","data.dictatoralert.org","","false"
"54.236.100.140","*.saintlouischessclub.org","","","","","*.saintlouischessclub.org|grandchesstour.org|saintlouischessclub.org|uschesschamps.com|*.worldchesshof.org|*.grandchesstour.org|*.uschesschamps.com|worldchesshof.org","","false"
"54.236.100.138","*.iot.us-east-1.amazonaws.com","","","","","iot.us-east-1.amazonaws.com|*.iot.us-east-1.amazonaws.com","","false"
"54.236.100.142","summitcountyohtest.aws.executime.com","","","","","summitcountyohtest.aws.executime.com","","false"
