IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"35.164.125.133","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com|*.cell-01.us-west-2.es.amazonaws.com","","false"
"35.164.125.132","alpha.lightcycle-ui.npd.aws.dev","","","","","alpha.lightcycle-ui.npd.aws.dev","","false"
"35.164.125.146","*.datamanager.arinet.com","","","","","*.datamanager.arinet.com|datamanager.arinet.com","","false"
"35.164.125.155","*.rmq3.cloudamqp.com","","","","","*.in.rmq3.cloudamqp.com|*.rmq3.cloudamqp.com","","false"
"35.164.125.158","qa5.vonagenetworks.net","Vonage America LLC","US","Holmdel","New Jersey","qa5.vonagenetworks.net|zeus.qa5.vonagenetworks.net|customer.qa5.vonagenetworks.net|hermes.qa5.vonagenetworks.net|sugar.qa5.vonagenetworks.net|support3.qa5.vonagenetworks.net","","false"
"35.164.125.161","*.simplify3d.com","Simplify3D","US","Cincinnati","Ohio","","","true"
"35.164.125.157","*.cleointegration.tech","","","","","*.cleointegration.tech|cleointegration.tech|*.integrationplatform.tech|integrationplatform.tech","","false"
"35.164.125.163","api.nixplay.com","","","","","api.nixplay.com|mobile-api.nixplay.com|mobile.nixplay.com|admin.nixplay.com|app.nixplay.com|web-ws.nixplay.com|signage.nixplay.com|upload-monitor.nixplay.com|mobile-pair.nixplay.com|app-blue.nixplay.com","","false"
"35.164.125.165","1stmile.cloud","","","","","1stmile.cloud|*.1stmile.cloud","","false"
"35.164.125.177","pulse.mit45.com","","","","","pulse.mit45.com","","false"
"35.164.125.203","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com|*.cell-01.us-west-2.es.amazonaws.com","","false"
"35.164.125.212","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com|*.cell-01.us-west-2.es.amazonaws.com","","false"
"35.164.125.216","gamma.us-west-2.dls.rds.a2z.com","Amazon.com Inc.","US","Seattle","Washington","gamma.us-west-2.dls.rds.a2z.com|qa.us-west-2.dls.rds.a2z.com","","false"
"35.164.125.222","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com|*.cell-01.us-west-2.es.amazonaws.com","","false"
"35.164.125.219","*.firmconnector.com","","","","","*.firmconnector.com|firmconnector.com","","false"
"35.164.126.8","*.us-west-2.osis.amazonaws.com","","","","","*.us-west-2.osis.amazonaws.com|*.osis.us-west-2.vpce.amazonaws.com","","false"
"35.164.126.1","*.vl6ont0lcic4e.us-west-2.cs.amazonlightsail.com","","","","","*.vl6ont0lcic4e.us-west-2.cs.amazonlightsail.com","","false"
"35.164.126.6","*.centric-cloud.com","Centric Software, Inc.","US","Campbell","California","*.centric-cloud.com|centric-cloud.com","","false"
"35.164.126.10","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com|*.cell-01.us-west-2.es.amazonaws.com","","false"
"35.164.126.27","*.cooksolutionsgroup.splunkcloud.com","Splunk LLC","US","San Francisco","California","*.cooksolutionsgroup.splunkcloud.com|cooksolutionsgroup.splunkcloud.com|*.pvt.cooksolutionsgroup.splunkcloud.com|http-inputs-cooksolutionsgroup.splunkcloud.com|*.http-inputs-cooksolutionsgroup.splunkcloud.com|akamai-inputs-cooksolutionsgroup.splunkcloud.com|*.akamai-inputs-cooksolutionsgroup.splunkcloud.com|http-inputs-ack-cooksolutionsgroup.splunkcloud.com|*.http-inputs-ack-cooksolutionsgroup.splunkcloud.com|http-inputs-firehose-cooksolutionsgroup.splunkcloud.com|*.http-inputs-firehose-cooksolutionsgroup.splunkcloud.com|es-cooksolutionsgroup.splunkcloud.com|*.es-cooksolutionsgroup.splunkcloud.com|pvt.cooksolutionsgroup.splunkcloud.com","","false"
"35.164.126.25","api.shape.io","","","","","api.shape.io","","false"
"35.164.126.33","wctpay.com","","","","","wctpay.com|*.wctpay.com","","false"
"35.164.126.38","kube-apiserver","","","","","00226c7cb7839a2da5ae3aecc7f1ea07.gr7.us-west-2.eks.amazonaws.com|ip-172-16-49-126.us-west-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.200.229.24|172.16.49.126","false"
