IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"3.5.209.28","*.s3.ap-south-1.amazonaws.com","","","","","*.s3.ap-south-1.amazonaws.com|*.s3.amazonaws.com|s3-deprecated.ap-south-1.amazonaws.com|*.s3-accesspoint.ap-south-1.amazonaws.com|*.s3-ap-south-1.amazonaws.com|s3-control.dualstack.ap-south-1.amazonaws.com|s3-ap-south-1.amazonaws.com|s3.amazonaws.com|*.s3-deprecated.ap-south-1.amazonaws.com|*.s3-control.dualstack.ap-south-1.amazonaws.com|*.s3.dualstack.ap-south-1.amazonaws.com|s3.ap-south-1.amazonaws.com|s3.dualstack.ap-south-1.amazonaws.com|*.s3-control.ap-south-1.amazonaws.com|*.s3-accesspoint.dualstack.ap-south-1.amazonaws.com|s3-control.ap-south-1.amazonaws.com","","false"
"3.5.209.72","*.s3.ap-south-1.amazonaws.com","","","","","*.s3.ap-south-1.amazonaws.com|s3-deprecated.ap-south-1.amazonaws.com|*.s3.amazonaws.com|*.s3-accesspoint.ap-south-1.amazonaws.com|*.s3-ap-south-1.amazonaws.com|s3-control.dualstack.ap-south-1.amazonaws.com|s3-ap-south-1.amazonaws.com|s3.amazonaws.com|*.s3-deprecated.ap-south-1.amazonaws.com|*.s3-control.dualstack.ap-south-1.amazonaws.com|*.s3.dualstack.ap-south-1.amazonaws.com|s3.ap-south-1.amazonaws.com|s3.dualstack.ap-south-1.amazonaws.com|*.s3-control.ap-south-1.amazonaws.com|*.s3-accesspoint.dualstack.ap-south-1.amazonaws.com|s3-control.ap-south-1.amazonaws.com","","false"
"3.5.209.32","*.s3.ap-south-1.amazonaws.com","","","","","*.s3.ap-south-1.amazonaws.com|*.s3.amazonaws.com|s3-deprecated.ap-south-1.amazonaws.com|*.s3-accesspoint.ap-south-1.amazonaws.com|*.s3-ap-south-1.amazonaws.com|s3-control.dualstack.ap-south-1.amazonaws.com|s3-ap-south-1.amazonaws.com|s3.amazonaws.com|*.s3-deprecated.ap-south-1.amazonaws.com|*.s3-control.dualstack.ap-south-1.amazonaws.com|*.s3.dualstack.ap-south-1.amazonaws.com|s3.ap-south-1.amazonaws.com|s3.dualstack.ap-south-1.amazonaws.com|*.s3-control.ap-south-1.amazonaws.com|*.s3-accesspoint.dualstack.ap-south-1.amazonaws.com|s3-control.ap-south-1.amazonaws.com","","false"
"3.5.209.248","*.s3.ap-south-1.amazonaws.com","","","","","*.s3.ap-south-1.amazonaws.com|*.s3.amazonaws.com|s3-deprecated.ap-south-1.amazonaws.com|*.s3-accesspoint.ap-south-1.amazonaws.com|*.s3-ap-south-1.amazonaws.com|s3-control.dualstack.ap-south-1.amazonaws.com|s3-ap-south-1.amazonaws.com|s3.amazonaws.com|*.s3-deprecated.ap-south-1.amazonaws.com|*.s3-control.dualstack.ap-south-1.amazonaws.com|*.s3.dualstack.ap-south-1.amazonaws.com|s3.ap-south-1.amazonaws.com|s3.dualstack.ap-south-1.amazonaws.com|*.s3-control.ap-south-1.amazonaws.com|*.s3-accesspoint.dualstack.ap-south-1.amazonaws.com|s3-control.ap-south-1.amazonaws.com","","false"
"3.5.209.69","*.s3.ap-south-1.amazonaws.com","","","","","*.s3.ap-south-1.amazonaws.com|*.s3.amazonaws.com|s3-deprecated.ap-south-1.amazonaws.com|*.s3-accesspoint.ap-south-1.amazonaws.com|*.s3-ap-south-1.amazonaws.com|s3-control.dualstack.ap-south-1.amazonaws.com|s3-ap-south-1.amazonaws.com|s3.amazonaws.com|*.s3-deprecated.ap-south-1.amazonaws.com|*.s3-control.dualstack.ap-south-1.amazonaws.com|*.s3.dualstack.ap-south-1.amazonaws.com|s3.ap-south-1.amazonaws.com|s3.dualstack.ap-south-1.amazonaws.com|*.s3-control.ap-south-1.amazonaws.com|*.s3-accesspoint.dualstack.ap-south-1.amazonaws.com|s3-control.ap-south-1.amazonaws.com","","false"
"3.5.209.211","*.s3.ap-south-1.amazonaws.com","","","","","*.s3.ap-south-1.amazonaws.com|s3-deprecated.ap-south-1.amazonaws.com|*.s3.amazonaws.com|*.s3-accesspoint.ap-south-1.amazonaws.com|*.s3-ap-south-1.amazonaws.com|s3-control.dualstack.ap-south-1.amazonaws.com|s3-ap-south-1.amazonaws.com|s3.amazonaws.com|*.s3-deprecated.ap-south-1.amazonaws.com|*.s3-control.dualstack.ap-south-1.amazonaws.com|*.s3.dualstack.ap-south-1.amazonaws.com|s3.ap-south-1.amazonaws.com|s3.dualstack.ap-south-1.amazonaws.com|*.s3-control.ap-south-1.amazonaws.com|*.s3-accesspoint.dualstack.ap-south-1.amazonaws.com|s3-control.ap-south-1.amazonaws.com","","false"
"3.5.211.180","*.s3.ap-south-1.amazonaws.com","","","","","*.s3.ap-south-1.amazonaws.com|s3-deprecated.ap-south-1.amazonaws.com|*.s3.amazonaws.com|*.s3-accesspoint.ap-south-1.amazonaws.com|*.s3-ap-south-1.amazonaws.com|s3-control.dualstack.ap-south-1.amazonaws.com|s3-ap-south-1.amazonaws.com|s3.amazonaws.com|*.s3-deprecated.ap-south-1.amazonaws.com|*.s3-control.dualstack.ap-south-1.amazonaws.com|*.s3.dualstack.ap-south-1.amazonaws.com|s3.ap-south-1.amazonaws.com|s3.dualstack.ap-south-1.amazonaws.com|*.s3-control.ap-south-1.amazonaws.com|*.s3-accesspoint.dualstack.ap-south-1.amazonaws.com|s3-control.ap-south-1.amazonaws.com","","false"
"3.5.209.10","*.s3.ap-south-1.amazonaws.com","","","","","*.s3.ap-south-1.amazonaws.com|*.s3.amazonaws.com|s3-deprecated.ap-south-1.amazonaws.com|*.s3-accesspoint.ap-south-1.amazonaws.com|*.s3-ap-south-1.amazonaws.com|s3-control.dualstack.ap-south-1.amazonaws.com|s3-ap-south-1.amazonaws.com|s3.amazonaws.com|*.s3-deprecated.ap-south-1.amazonaws.com|*.s3-control.dualstack.ap-south-1.amazonaws.com|*.s3.dualstack.ap-south-1.amazonaws.com|s3.ap-south-1.amazonaws.com|s3.dualstack.ap-south-1.amazonaws.com|*.s3-control.ap-south-1.amazonaws.com|*.s3-accesspoint.dualstack.ap-south-1.amazonaws.com|s3-control.ap-south-1.amazonaws.com","","false"
"3.5.209.159","*.s3.ap-south-1.amazonaws.com","","","","","*.s3.ap-south-1.amazonaws.com|s3-deprecated.ap-south-1.amazonaws.com|*.s3.amazonaws.com|*.s3-accesspoint.ap-south-1.amazonaws.com|*.s3-ap-south-1.amazonaws.com|s3-control.dualstack.ap-south-1.amazonaws.com|s3-ap-south-1.amazonaws.com|s3.amazonaws.com|*.s3-deprecated.ap-south-1.amazonaws.com|*.s3-control.dualstack.ap-south-1.amazonaws.com|*.s3.dualstack.ap-south-1.amazonaws.com|s3.ap-south-1.amazonaws.com|s3.dualstack.ap-south-1.amazonaws.com|*.s3-control.ap-south-1.amazonaws.com|*.s3-accesspoint.dualstack.ap-south-1.amazonaws.com|s3-control.ap-south-1.amazonaws.com","","false"
"3.5.211.228","*.s3.ap-south-1.amazonaws.com","","","","","*.s3.ap-south-1.amazonaws.com|s3-deprecated.ap-south-1.amazonaws.com|*.s3.amazonaws.com|*.s3-accesspoint.ap-south-1.amazonaws.com|*.s3-ap-south-1.amazonaws.com|s3-control.dualstack.ap-south-1.amazonaws.com|s3-ap-south-1.amazonaws.com|s3.amazonaws.com|*.s3-deprecated.ap-south-1.amazonaws.com|*.s3-control.dualstack.ap-south-1.amazonaws.com|*.s3.dualstack.ap-south-1.amazonaws.com|s3.ap-south-1.amazonaws.com|s3.dualstack.ap-south-1.amazonaws.com|*.s3-control.ap-south-1.amazonaws.com|*.s3-accesspoint.dualstack.ap-south-1.amazonaws.com|s3-control.ap-south-1.amazonaws.com","","false"
