IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"35.222.77.187","35.222.77.187","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.77.187|10.16.0.1|34.42.243.149|34.41.46.106|104.197.132.19|10.128.15.246","false"
"35.222.77.189","34.44.211.99","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.44.211.99|34.118.224.1|10.128.0.158|34.27.66.145|34.28.203.39","false"
"35.222.77.193","35.222.77.193","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.77.193|10.104.0.1|10.128.0.4|35.225.224.176","false"
"35.222.77.206","35.222.77.206","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.77.206|34.118.224.1|10.112.170.2|104.154.61.233|34.27.168.143","false"
"35.222.77.205","*.hhtransportes.com","","","","","*.hhtransportes.com|hhtransportes.com","","false"
"35.222.77.221","34.55.32.0","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.55.32.0|34.118.224.1|252.152.23.214|35.222.77.221|34.27.24.92|34.173.109.27","false"
"35.222.77.231","34.66.133.8","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.66.133.8|10.16.0.1|10.128.0.16|35.222.245.16|34.72.112.6","false"
"35.222.77.238","35.239.193.107","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.239.193.107|34.118.224.1|10.81.86.2|34.132.60.216|35.222.77.238","false"
"35.222.77.223","35.222.186.250","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.186.250|10.16.0.1|10.128.0.11|34.29.145.194|35.222.77.223|34.136.57.131","false"
"35.222.77.240","aiplatform.googleapis.com","Google LLC","US","Sunnyvale","CA","","","true"
"35.222.78.29","35.222.78.29","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local|2b5b05d4740d48439fd0.us-central1.cloud-gke.goog","35.222.78.29|10.80.128.1|10.128.0.28|34.9.225.28|34.16.11.238","false"
"35.222.78.40","34.30.14.98","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local|32a3d5612cca48bfb192.us-central1-a.cloud-gke.goog","34.30.14.98|10.0.16.1|10.128.15.221|35.238.245.234","false"
"35.222.78.11","*.wpenginedev.com","","","","","*.wpenginedev.com|wpenginedev.com","","false"
"35.222.78.74","34.31.248.111","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.31.248.111|34.118.224.1|10.0.0.2|35.222.78.74","false"
"35.222.78.83","35.222.78.83","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.78.83|172.18.0.1|172.19.0.2|34.71.74.74|136.119.252.195","false"
"35.222.78.79","34.123.178.164","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.123.178.164|10.8.16.1|10.8.0.26|35.255.184.173|35.253.191.224","false"
"35.222.78.90","*.cluster-xtjoour2oreacvjmeznbhfwf6m.cloudworkstations.dev","","","","","*.cluster-xtjoour2oreacvjmeznbhfwf6m.cloudworkstations.dev","","false"
"35.222.78.101","35.222.78.101","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.78.101|10.91.240.1|10.72.150.68|136.116.198.233","false"
"35.222.78.108","barcode.api.ogapharmacy.com","","","","","barcode.api.ogapharmacy.com","","false"
"35.222.78.109","35.222.78.109","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.78.109|34.118.224.1|10.128.0.120|34.66.181.92|34.63.51.121","false"
"35.222.78.117","34.30.66.175","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.30.66.175|34.118.224.1|10.128.0.6|136.119.46.47","false"
"35.222.78.120","136.119.243.210","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","136.119.243.210|10.16.0.1|192.168.162.226|35.238.77.173|35.222.78.120","false"
"35.222.78.119","35.239.148.129","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.239.148.129|34.118.224.1|10.128.0.2|35.188.145.43","false"
"35.222.78.139","34.68.20.251","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.68.20.251|34.118.224.1|10.128.0.2|35.232.212.181","false"
"35.222.78.144","34.134.212.125","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.134.212.125|10.200.8.1|10.200.0.130|34.136.218.176|34.60.101.24","false"
"35.222.78.169","35.222.78.169","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.78.169|100.98.200.1|10.205.157.146|136.114.52.67|136.112.51.200","false"
"35.222.78.143","35.222.78.143","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.78.143|34.118.224.1|10.128.0.19|34.55.2.56|34.63.69.122","false"
"35.222.78.167","35.225.219.13","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.225.219.13|34.118.224.1|10.128.0.117|34.41.103.188|34.66.103.102","false"
"35.222.78.170","34.28.158.169","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.28.158.169|10.101.0.1|172.16.0.2|136.116.93.5|136.113.97.229","false"
"35.222.78.173","34.171.208.195","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.171.208.195|10.3.0.1|172.16.0.2|34.121.74.37|136.116.198.0","false"
"35.222.78.174","35.222.78.174","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.78.174|34.118.224.1|10.33.74.2|34.59.35.20|104.154.231.97","false"
"35.222.78.198","35.253.107.178","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.253.107.178|34.118.224.1|10.46.38.2|35.222.78.198|34.41.128.103","false"
"35.222.78.184","aiplatform.googleapis.com","Google LLC","US","Sunnyvale","CA","","","true"
"35.222.78.201","34.41.235.253","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.41.235.253|34.118.224.1|10.128.0.102|35.222.42.213|34.56.156.111","false"
"35.222.78.212","35.222.78.212","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.78.212|34.118.224.1|10.112.94.2|35.254.59.5|35.223.166.0","false"
"35.222.78.215","admin.sinedigital.com.br","","","","","admin.sinedigital.com.br","","false"
"35.222.78.220","test-walgreens.officespacesoftware.com","","","","","test-walgreens.officespacesoftware.com","","false"
"35.222.78.254","34.27.72.195","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.27.72.195|10.48.0.1|10.128.0.11|34.59.239.145","false"
"35.222.79.7","www.ibouge.com","","","","","ibouge.com|www.ibouge.com","","false"
"35.222.79.11","35.222.79.11","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.79.11|10.16.0.1|10.128.0.96|34.27.12.149|104.154.47.64","false"
"35.222.79.17","*.databridge.solutions","","","","","*.databridge.solutions|databridge.solutions","","false"
"35.222.79.15","34.68.75.141","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.68.75.141|34.118.224.1|10.34.58.2|136.114.212.102|35.222.79.15","false"
"35.222.79.28","34.72.77.27","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.72.77.27|10.16.0.1|34.123.71.88|35.202.201.209|34.133.233.201|10.128.0.3","false"
"35.222.79.52","35.222.79.52","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.79.52|10.16.128.1|10.16.64.7|34.28.148.120|34.71.133.134|34.45.38.152","false"
"35.222.79.53","34.172.186.197","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.172.186.197|10.0.64.1|192.168.113.82|34.10.88.194|136.112.226.40","false"
"35.222.79.57","35.222.79.57","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.79.57|172.19.0.1|172.16.0.2|136.112.197.72|35.255.253.47","false"
"35.222.79.70","35.222.79.70","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.79.70|10.19.80.1|10.128.0.49|136.114.115.244|35.188.130.50","false"
"35.222.79.83","35.225.54.63","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.225.54.63|10.0.16.1|10.0.0.2|34.63.204.26|35.222.79.83","false"
"35.222.79.88","35.193.140.110","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.193.140.110|172.18.0.1|172.19.0.2|35.222.79.88|34.41.185.130|34.121.84.6|34.133.216.220","false"
"35.222.79.103","34.71.173.89","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.71.173.89|34.118.224.1|10.48.216.2|35.222.79.103|35.224.152.25","false"
"35.222.79.113","34.171.249.217","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.171.249.217|34.118.224.1|10.128.15.234|104.154.201.163|34.133.119.34","false"
"35.222.79.119","35.222.79.119","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.222.79.119|10.28.0.1|10.128.0.24|34.10.182.24","false"
"35.222.79.118","nachmed.ai","","","","","nachmed.ai|www.nachmed.ai","","false"
"35.222.79.135","35.255.32.13","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.255.32.13|34.118.224.1|10.64.188.2|35.222.79.135|34.57.89.173","false"
