IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"99.80.137.195","business-api.sngnw-qa.com","","","","","business-api.sngnw-qa.com","","false"
"99.80.137.192","api.occupop.com","","","","","api.occupop.com|api.bidrecruit.io","","false"
"99.80.137.205","*.opnbuildings.com","","","","","*.opnbuildings.com|opnbuildings.com","","false"
"99.80.137.213","canaldenuncias.centerbrok.es","","","","","canaldenuncias.centerbrok.es","","false"
"99.80.137.209","*.eu-west-1.osis.amazonaws.com","","","","","*.eu-west-1.osis.amazonaws.com|*.osis.eu-west-1.vpce.amazonaws.com","","false"
"99.80.137.222","stamkaart.nvm.nl","","","","","stamkaart.nvm.nl","","false"
"99.80.137.236","*.centima.se","","","","","*.centima.se|attest.valorem.se|attest.wasberg.se","","false"
"99.80.137.241","buying-assistance.com","","","","","buying-assistance.com","","false"
"99.80.137.251","iconfig.aaecosystem.com","SECURITY & RISK COMMUNICATIONS LIMITED","IE","","IE","iconfig.aaecosystem.com|iconfig-stage.aaecosystem.com|iconfig-dev.aaecosystem.com","","false"
"99.80.138.7","getfeasy.com","","","","","getfeasy.com|*.getfeasy.com","","false"
"99.80.138.11","monitoring.dev.data-services.tm-awx.com","","","","","monitoring.dev.data-services.tm-awx.com","","false"
"99.80.138.12","*.flashtalking.net","SIMPLICITY MARKETING LIMITED","GB","London","","*.flashtalking.net|flashtalking.net|g.flashtalking.net|*.g.flashtalking.net","","false"
"99.80.138.24","*.eu-west-1.es.amazonaws.com","","","","","*.eu-west-1.es.amazonaws.com","","false"
"99.80.138.26","dav-tst.digihaven.be","","","","","serieregister-tst.mediahaven.com|archiefoverdracht-tst.mediahaven.com|digitaalarchief-tst.mediahaven.com|depotbeheer-tst.mediahaven.com|archief-tst.mediahaven.com|dav-tst.digihaven.be","","false"
"99.80.138.25","kube-apiserver","","","","","e90a755ff1f50259cf1f3c679787f4be.gr7.eu-west-1.eks.amazonaws.com|ip-10-0-40-239.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|11.0.233.176|10.0.40.239","false"
"99.80.138.47","enel.econciliador.com.br","","","","","enel.econciliador.com.br|enel.econciliador.com|*.enel.econciliador.com|*.enel.econciliador.com.br","","false"
