IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"52.197.198.69","reguit.com","","","","","reguit.com|*.reguit.com","","false"
"52.197.198.71","*.ofm-system.info","","","","","*.ofm-system.info","","false"
"52.197.198.72","*.smart-tv-product.jp","JCOM CO., LTD.","JP","Chiyoda-ku","Tokyo","*.smart-tv-product.jp|smart-tv-product.jp","","false"
"52.197.198.74","mandarake-ec.babylon-ai.com","","","","","mandarake-ec.babylon-ai.com","","false"
"52.197.198.85","smacari.com","","","","","smacari.com|*.smacari.com","","false"
"52.197.198.95","m.query.estore.jp","","","","","m.query.estore.jp","","false"
"52.197.198.92","lens.sandbox.any-sense.jp","","","","","lens.sandbox.any-sense.jp","","false"
"52.197.198.115","*.paypaycloud.com","","","","","*.paypaycloud.com","","false"
"52.197.198.120","sg.astream.jp","","","","","sg.astream.jp","","false"
"52.197.198.124","home-pickup.com","","","","","home-pickup.com|*.home-pickup.com","","false"
"52.197.198.138","ip-172-31-25-84.ap-northeast-1.compute.internal","SomeOrganization","--","SomeCity","SomeState","","","true"
"52.197.198.139","*.bs.st.benefit-one.inc","","","","","*.bs.st.benefit-one.inc","","false"
"52.197.198.148","actnet.co.jp","","","","","actnet.co.jp|*.actnet.co.jp","","false"
"52.197.198.166","*.toranoana.jp","","","","","*.toranoana.jp|toranoana.jp","","false"
"52.197.198.168","*.ap-northeast-1.es.amazonaws.com","","","","","*.ap-northeast-1.es.amazonaws.com|*.cell-01.ap-northeast-1.es.amazonaws.com","","false"
"52.197.198.174","*.bxmp.glbs.jp","","","","","*.bxmp.glbs.jp","","false"
"52.197.198.185","*.voice.demo-mobilus.chat","","","","","*.voice.demo-mobilus.chat","","false"
"52.197.198.188","api.wow-fun.jp","","","","","api.wow-fun.jp","","false"
"52.197.198.189","*.emvd.necfru.media","","","","","*.emvd.necfru.media|emvd.necfru.media","","false"
"52.197.198.191","kube-apiserver","","","","","40cc7e62d89735f15e78fee6b904eb75.gr7.ap-northeast-1.eks.amazonaws.com|ip-172-16-121-234.ap-northeast-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.0.207.130|172.16.121.234","false"
"52.197.198.192","*.infinite-uptime.com","","","","","*.infinite-uptime.com|infinite-uptime.com","","false"
"52.197.198.194","kube-apiserver","","","","","89a857e25e3b7cc90fab2898dd04f660.gr7.ap-northeast-1.eks.amazonaws.com|ip-172-16-42-176.ap-northeast-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.254.0.10|172.16.42.176","false"
"52.197.198.202","dev.jyurep.classcity.jp","","","","","dev.jyurep.classcity.jp|*.dev.jyurep.classcity.jp","","false"
"52.197.198.210","kube-apiserver","","","","","abbc5478d643822cb3bf0921d11c2930.gr7.ap-northeast-1.eks.amazonaws.com|ip-172-16-48-67.ap-northeast-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.11.11.175|172.16.48.67","false"
"52.197.198.240","api.shokai.dev.medcloud-dx.com","","","","","api.shokai.dev.medcloud-dx.com","","false"
