IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"52.88.33.212","kube-apiserver","","","","","4380e9bf4b5ba354903d56ad57b20dd8.beta.us-west-2.wesley.amazonaws.com|ip-172-16-60-104.us-west-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.0.91.178|172.16.60.104","false"
"52.88.33.213","*.sbctc.edu","","","","","*.sbctc.edu","","false"
"52.88.33.222","newsbreak.com","","","","","newsbreak.com|*.newsbreak.com","","false"
"52.88.33.214","*.unitedmasters.xyz","","","","","*.unitedmasters.xyz|unitedmasters.xyz","","false"
"52.88.33.226","*.prd.dataservices.aws.dshrp.com","","","","","*.prd.dataservices.aws.dshrp.com","","false"
"52.88.33.227","*.kbkg.com","","","","","*.kbkg.com|kbkg.com","","false"
"52.88.33.233","*.ppmpro.com","","","","","*.ppmpro.com|ppmpro.com","","false"
"52.88.33.20","scsjfaws03.intel.com","Intel Corporation","US","Santa Clara","California","vpn.intel.com|vpn-fm.intel.com|vpn-jf.intel.com|vpn-idc.intel.com|vpn-amc.intel.com|vpn-iind.intel.com|vpn-pn.intel.com|vpn-essrb.intel.com|vpn-igk.intel.com|vpn-ir.intel.com|scsjfaws03.intel.com","52.88.33.20","false"
"52.88.33.252","assistance-foryou.com","","","","","assistance-foryou.com","","false"
"52.88.33.250","evista.proactivegroup.ca","Proactive Supply Chain Solutions","CA","","Ontario","evista.proactivegroup.ca|www.evista.proactivegroup.ca","","false"
"52.88.34.4","api.aim-dev-lshigupt.internal-audit.amazon.dev","","","","","api.aim-dev-lshigupt.internal-audit.amazon.dev","","false"
"52.88.34.2","az.reddolution.com","AZ","US","LA","CA","","","true"
"52.88.34.32","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com|*.cell-02.us-west-2.es.amazonaws.com","","false"
"52.88.34.28","project.ximplify.mx","","","","","project.ximplify.mx","","false"
"52.88.34.39","xfbridge-test.prod.onkatana.net","","","","","xfbridge-test.prod.onkatana.net|*.xfbridge-test.prod.onkatana.net","","false"
"52.88.34.43","config.data.api.platform.sit.here.com","HERE Global B.V.","NL","Eindhoven","Noord-Brabant","config.data.api.platform.sit.here.com|*.config.data.api.platform.sit.here.com","","false"
"52.88.34.44","fws.fo-ui.cell-1.us-west-2.beta.bayes-markov.aws.dev","","","","","fws.fo-ui.cell-1.us-west-2.beta.bayes-markov.aws.dev","","false"
"52.88.34.48","*.ncucu.com","","","","","*.ncucu.com|ncucu.com","","false"
"52.88.34.51","kube-apiserver","","","","","5c86a811726c2f0d5e031db77b85ae05.gr7.us-west-2.eks.amazonaws.com|ip-172-16-41-173.us-west-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.71.133.20|172.16.41.173","false"
"52.88.34.49","*.pampa-stage.bekeu.com","","","","","*.pampa-stage.bekeu.com","","false"
"52.88.34.59","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"52.88.34.57","*.lmctabtgjan3i.us-west-2.cs.amazonlightsail.com","","","","","*.lmctabtgjan3i.us-west-2.cs.amazonlightsail.com","","false"
"52.88.34.61","*.tst.loopnet.aws.dshrp.com","","","","","*.tst.loopnet.aws.dshrp.com","","false"
"52.88.34.83","lgdext-us.dynscdn.com","","","","","lgdext-us.dynscdn.com|lgdext-sf-us.dynscdn.com","","false"
"52.88.34.80","*.us-west-2.es.amazonaws.com","","","","","*.us-west-2.es.amazonaws.com|*.cell-02.us-west-2.es.amazonaws.com","","false"
"52.88.34.81","*.stg.userrecertificationapi.anywhere.re","","","","","*.stg.userrecertificationapi.anywhere.re","","false"
"52.88.34.68","crossroadsdemon.com","","","","","crossroadsdemon.com|roboswank.com|sorceryoftherabbit.com|www.crossroadsdemon.com|www.roboswank.com|www.sorceryoftherabbit.com","","false"
"52.88.34.74","*.train-to-success.com","","","","","*.train-to-success.com|train-to-success.com","","false"
"52.88.34.95","*.bundleb2b.net","","","","","*.bundleb2b.net|bundleb2b.net","","false"
"52.88.34.94","stage.nerdunited.com","","","","","stage.nerdunited.com|*.stage.prime.nerdunited.com|*.stage.nerdunited.com|stage.prime.nerdunited.com","","false"
"52.88.34.106","owner.joinplatter.com","","","","","owner.joinplatter.com|www.owner.joinplatter.com","","false"
"52.88.34.89","*.floobits.com","Geoffrey Greer","US","Oakland","California","*.floobits.com|floobits.com","","false"
"52.88.34.104","*.gabriel.com.br","","","","","*.gabriel.com.br|gabriel.com.br","","false"
"52.88.34.110","*.legalkarma.io","","","","","*.legalkarma.io","","false"
"52.88.34.107","d.swargamp.alpha.us-west-2.goshawk.aws.a2z.com","","","","","d.swargamp.alpha.us-west-2.goshawk.aws.a2z.com|*.d.swargamp.alpha.us-west-2.goshawk.aws.a2z.com","","false"
"52.88.34.73","solvoj.com","","","","","solvoj.com|solvoj.net|www.solvoj.com","","false"
"52.88.34.114","kube-apiserver","","","","","2461445405c3f15b038f921fc4d0e4d5.gr7.us-west-2.eks.amazonaws.com|ip-172-16-58-58.us-west-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.10.20.160|172.16.58.58","false"
"52.88.34.120","oc.iherucjobs.com","","","","","oc.iherucjobs.com","","false"
"52.88.34.125","*.platdev.vertexvis.io","","","","","*.platdev.vertexvis.io|*.vertexvis.io","","false"
