IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"34.73.54.92","34.74.141.71","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.74.141.71|10.16.0.1|10.142.0.33|35.229.61.227|34.73.54.92|34.148.84.185","false"
"34.73.54.98","34.74.85.246","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.74.85.246|10.117.0.1|34.73.54.98|34.74.32.135|34.73.10.134|10.142.0.25","false"
"34.73.54.108","34.73.54.108","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.73.54.108|10.20.0.1|34.73.100.164|35.229.51.106|35.231.91.248","false"
"34.73.54.128","*.geotab.com","GEOTAB INC.","US","Las Vegas","Nevada","*.geotab.com|geotab.com|*.byspireon.com|byspireon.com|*.transfloeld.com|transfloeld.com|*.geomooveconnectedmobility.com|geomooveconnectedmobility.com|*.telematics.shell.com|telematics.shell.com|*.geotab.ca|geotab.ca|*.fleet.vodafoneautomotive.com|fleet.vodafoneautomotive.com|*.adtmovil.com.mx|adtmovil.com.mx|*.lionbeat.ca|lionbeat.ca|*.EkcoFleet.io|EkcoFleet.io|*.mittaflotaconectada.cl|mittaflotaconectada.cl|*.amcstracking.com|amcstracking.com|*.lytxeld.com|lytxeld.com|*.tecnoflotastelematics.com|tecnoflotastelematics.com","","false"
"34.73.54.125","openlane.cyberhaven.io","","","","","openlane.cyberhaven.io","","false"
"34.73.54.136","oculus7921-us1.dropcam.com","Dropcam","US","","","oculus7921-us1.dropcam.com|nexus-us1.dropcam.com|nexus.dropcam.com","","false"
"34.73.54.156","vet4all.com.br","","","","","vet4all.com.br","","false"
"34.73.54.160","34.73.54.160","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.73.54.160|10.35.240.1|34.138.247.178|192.168.0.62","false"
"34.73.54.163","americanhelper.co","","","","","americanhelper.co","","false"
"34.73.54.165","34.73.54.165","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.73.54.165|10.19.240.1","false"
"34.73.54.162","*.cluster-flnqwisdqfawctznjh7eifkb5i.cloudworkstations.dev","","","","","*.cluster-flnqwisdqfawctznjh7eifkb5i.cloudworkstations.dev","","false"
"34.73.54.168","35.231.107.77","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.231.107.77|34.118.224.1|10.32.28.2|34.73.54.168|35.185.91.101|34.73.96.47","false"
"34.73.54.172","35.237.229.229","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.237.229.229|10.149.96.1|34.73.54.172|35.237.148.68|35.196.34.32|172.16.93.50","false"
"34.73.54.178","CloudFlare Origin Certificate","CloudFlare, Inc.","","","","*.mangofy.com.br|mangofy.com.br","","false"
"34.73.54.184","35.237.34.206","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.237.34.206|10.128.4.1|34.73.54.184|10.128.0.2","false"
