IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"3.124.38.85","managed-tls-bim360hq-p-ec1-42ec6d17fac3.cloudos.autodesk.com","Autodesk, Inc.","US","San Francisco","California","managed-tls-bim360hq-p-ec1-42ec6d17fac3.cloudos.autodesk.com|test-b360login.bim360hq-p-ec1.cloudos.autodesk.com|b360login.bim360hq-p-ec1.cloudos.autodesk.com|b360login.bim360hq-p-ec1-test.cloudos.autodesk.com","","false"
"3.124.38.87","radiowsw.divicast.radio","","","","","radiowsw.divicast.radio","","false"
"3.124.38.91","*.gnl.cloud.lgi.red","","","","","*.gnl.cloud.lgi.red","","false"
"3.124.38.100","*.mymovingpartner.com","","","","","*.mymovingpartner.com","","false"
"3.124.38.101","openwebui.aws.ethias.be","","","","","openwebui.aws.ethias.be","","false"
"3.124.38.90","*.nl0siic1o8kf2.eu-central-1.cs.amazonlightsail.com","","","","","*.nl0siic1o8kf2.eu-central-1.cs.amazonlightsail.com","","false"
"3.124.38.103","kube-apiserver","","","","","45ebcd41acafbb60a6045576cd1f106d.gr7.eu-central-1.eks.amazonaws.com|ip-172-16-162-175.eu-central-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.224.109.184|172.16.162.175","false"
"3.124.38.104","*.doctor-clinix.com","","","","","*.doctor-clinix.com|doctor-clinix.com|doctor-win.com|*.doctor-win.com","","false"
"3.124.38.115","adhocorder.ro","","","","","adhocorder.ro|*.api.adhocorder.ro|api.adhocorder.ro|*.adhocorder.ro","","false"
"3.124.38.121","sdk-merchant-suggestions-api.bluecode.biz","","","","","sdk-merchant-suggestions-api.bluecode.biz","","false"
"3.124.38.145","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"3.124.38.122","ui.gkn-automotive.seeburger-ipaas.com","","","","","ui.gkn-automotive.seeburger-ipaas.com","","false"
"3.124.38.152","api.posture.vision","","","","","api.posture.vision","","false"
"3.124.38.124","aws.op-palvelut.net","OP Osuuskunta","FI","Helsinki","","aws.op-palvelut.net|www.aws.op-palvelut.net|corp-api.dev.aws.op-palvelut.net|api.corp-api.dev.aws.op-palvelut.net|corp-api.test.aws.op-palvelut.net|api.corp-api.test.aws.op-palvelut.net|corp-api-sandbox.test.aws.op-palvelut.net|api.corp-api-sandbox.test.aws.op-palvelut.net|corp-api.local.aws.op-palvelut.net|api.corp-api.local.aws.op-palvelut.net|corp-api.sst.aws.op-palvelut.net|api.corp-api.sst.aws.op-palvelut.net|corp-api.staging.aws.op-palvelut.net|api.corp-api.staging.aws.op-palvelut.net|test-api.apiauth.aws.op-palvelut.net|sandbox-api.apiauth.aws.op-palvelut.net|corp-api.sandbox.aws.op-palvelut.net|api.corp-api.sandbox.aws.op-palvelut.net","","false"
"3.124.38.147","console.mpn.vodafone.com","Vodafone Group Services Limited","GB","Newbury","","console.mpn.vodafone.com","","false"
"3.124.38.156","*.realpage.co.uk","","","","","*.realpage.co.uk","","false"
"3.124.38.143","*.pvp8t2piu1m94.eu-central-1.cs.amazonlightsail.com","","","","","*.pvp8t2piu1m94.eu-central-1.cs.amazonlightsail.com","","false"
"3.124.38.136","stag-v2.upnorway.net","","","","","stag-v2.upnorway.net","","false"
"3.124.38.165","pbx.wildix.com","WILDIX SRL","IT","","","","","true"
"3.124.38.168","*.yeahmobi.com","","","","","*.yeahmobi.com|yeahmobi.com","","false"
"3.124.38.167","admin.acm-pca.eu-central-1.amazonaws.com","","","","","admin.acm-pca.eu-central-1.amazonaws.com","","false"
"3.124.38.172","dev.orderfy.eu","","","","","dev.orderfy.eu","","false"
"3.124.38.175","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"3.124.38.178","asap-eu.privatise.com","","","","","asap-eu.privatise.com","","false"
"3.124.38.188","*.webparaeventos.com","","","","","*.webparaeventos.com|webparaeventos.com","","false"
"3.124.38.201","training.partnerbank.at","","","","","api.training.partnerbank.at|training.partnerbank.at","","false"
"3.124.38.177","*.hearables3d.com.au","","","","","*.hearables3d.com.au","","false"
"3.124.38.176","hot.b17g.net","","","","","hot.b17g.net","","false"
"3.124.38.190","staging.limitedapp.com","","","","","staging.limitedapp.com|*.staging.limitedapp.com","","false"
"3.124.38.200","NA","NA","NA","NA","NA","","","true"
"3.124.38.207","kilikello.com","","","","","kilikello.com|www.kilikello.com","","false"
"3.124.38.187","alsalam.tv","","","","","alsalam.tv|alsalamtv.net|www.alsalamtv.net|www.alsalam.tv","","false"
"3.124.38.76","*.lusid.com","","","","","*.lusid.com|lusid.com","","false"
"3.124.38.221","*.ints.emixa.cloud","","","","","*.ints.emixa.cloud","","false"
"3.124.38.208","*.ovp.tv2.dk","","","","","*.ovp.tv2.dk","","false"
"3.124.38.226","*.eu-central-1.es.amazonaws.com","","","","","*.eu-central-1.es.amazonaws.com","","false"
