IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"3.218.215.2","inconcertcc.com","","","","","inconcertcc.com|*.inconcertcc.com","","false"
"3.218.215.8","*.sovrn.com","","","","","*.sovrn.com|sovrn.com","","false"
"3.218.215.13","accelmed.newsdirect.com","","","","","accelmed.newsdirect.com|accelmed.convsys.newsdirect.com|accelmed.backend.newsdirect.com|www.accelmed.newsdirect.com|accelmed.encsys.newsdirect.com","","false"
"3.218.215.16","*.kllose.usa-e1.cloudhub.io","","","","","*.internal-kllose.usa-e1.cloudhub.io|*.kllose.usa-e1.cloudhub.io","","false"
"3.218.215.15","*.marketmetrics.strategic-i.com","","","","","*.marketmetrics.strategic-i.com|marketmetrics.strategic-i.com","","false"
"3.218.215.19","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-02.us-east-1.es.amazonaws.com","","false"
"3.218.215.22","*.epsilonagilityloyalty.com","","","","","*.epsilonagilityloyalty.com","","false"
"3.218.215.28","us1.api.nudgenow.com","","","","","us1.api.nudgenow.com","","false"
"3.218.215.34","lmslight.io","","","","","lmslight.io|*.lmslight.io|demo.lmslight.io","","false"
"3.218.215.43","*.prd-shw-d4711443b2a08e.splunkcloud.com","Splunk Inc.","US","San Francisco","California","*.prd-shw-d4711443b2a08e.splunkcloud.com|prd-shw-d4711443b2a08e.splunkcloud.com|*.pvt.prd-shw-d4711443b2a08e.splunkcloud.com|http-inputs-prd-shw-d4711443b2a08e.splunkcloud.com|*.http-inputs-prd-shw-d4711443b2a08e.splunkcloud.com|akamai-inputs-prd-shw-d4711443b2a08e.splunkcloud.com|*.akamai-inputs-prd-shw-d4711443b2a08e.splunkcloud.com|http-inputs-ack-prd-shw-d4711443b2a08e.splunkcloud.com|*.http-inputs-ack-prd-shw-d4711443b2a08e.splunkcloud.com|http-inputs-firehose-prd-shw-d4711443b2a08e.splunkcloud.com|*.http-inputs-firehose-prd-shw-d4711443b2a08e.splunkcloud.com|pvt.prd-shw-d4711443b2a08e.splunkcloud.com","","false"
"3.218.215.49","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-02.us-east-1.es.amazonaws.com","","false"
"3.218.215.46","*.blackboard.com","","","","","*.blackboard.com","","false"
