IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"18.154.192.109","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.191","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.84","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.112","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.189","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.243","ip-hoarder.cloudfront.aws.dev","","","","","ip-hoarder.cloudfront.aws.dev|*.ip-hoarder.cloudfront.aws.dev","","false"
"18.154.192.99","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.223","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.64","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.114","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.211","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.82","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.254","ip-hoarder.cloudfront.aws.dev","","","","","ip-hoarder.cloudfront.aws.dev|*.ip-hoarder.cloudfront.aws.dev","","false"
"18.154.192.252","ip-hoarder.cloudfront.aws.dev","","","","","ip-hoarder.cloudfront.aws.dev|*.ip-hoarder.cloudfront.aws.dev","","false"
"18.154.192.108","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.251","ip-hoarder.cloudfront.aws.dev","","","","","ip-hoarder.cloudfront.aws.dev|*.ip-hoarder.cloudfront.aws.dev","","false"
"18.154.192.110","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.154","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.113","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.209","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.107","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.118","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.80","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"18.154.192.83","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
