IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"15.220.123.68","*.maxcapital.matrizoms.com.ar","","","","","*.maxcapital.matrizoms.com.ar","","false"
"15.220.120.44","*.bavsa.matrizoms.com.ar","","","","","*.bavsa.matrizoms.com.ar","","false"
"15.220.123.105","*.millscapital.matrizoms.com.ar","","","","","*.millscapital.matrizoms.com.ar","","false"
"15.220.120.56","QY","QY","CN","Chengdu","Sichuan","","","true"
"15.220.123.124","*.sisley-paris.com","","","","","*.sisley-paris.com|sisley-paris.com","","false"
"15.220.123.125","*.ieb.matrizoms.com.ar","","","","","*.ieb.matrizoms.com.ar","","false"
"15.220.120.94","www.cartier.com","Richemont International SA","CH","Bellevue","Geneva","www.cartier.com|cartier.com|www.cartier.ch|www.cartier.co.uk|www.cartier.de|www.cartier.es|www.cartier.fr|www.cartier.it","","false"
"15.220.120.100","FortiGate","Fortinet Ltd.","","","","","","true"
"15.220.120.130","*.luxfin.matrizoms.com.ar","","","","","*.luxfin.matrizoms.com.ar","","false"
"15.220.120.142","speed.rogmaniacs.me","","","","","speed.rogmaniacs.me","","false"
"15.220.120.159","*.toronto.matrizoms.com.ar","","","","","*.toronto.matrizoms.com.ar","","false"
"15.220.121.29","*.devops.matrizoms.com.ar","","","","","*.devops.matrizoms.com.ar","","false"
"15.220.120.208","kund.collectumpay.se","","","","","kund.collectumpay.se","","false"
"15.220.120.190","*.aeromarvalores.matrizoms.com.ar","","","","","*.aeromarvalores.matrizoms.com.ar","","false"
"15.220.120.195","*.sisley-paris.com","","","","","*.sisley-paris.com|sisley-paris.com","","false"
"15.220.121.139","CloudFlare Origin Certificate","CloudFlare, Inc.","","","","*.cexar.io|cexar.io","","false"
"15.220.121.147","*.demo.matrizoms.com.ar","","","","","*.demo.matrizoms.com.ar","","false"
"15.220.120.226","FortiGate","Fortinet Ltd.","","","","","","true"
"15.220.121.204","us-east-1-bue-1a.aws-latency-test.com","","","","","us-east-1-bue-1a.aws-latency-test.com","","false"
"15.220.121.254","pkst.stream","","","","","pkst.stream|www.pkst.stream","","false"
"15.220.121.246","api.momstntdevops.matrizoms.com.ar","","","","","admin.momstntdevops.matrizoms.com.ar|api-risk.momstntdevops.matrizoms.com.ar|api.momstntdevops.matrizoms.com.ar|etrader.momstntdevops.matrizoms.com.ar|fix.momstntdevops.matrizoms.com.ar|matriz.momstntdevops.matrizoms.com.ar","","false"
"40.172.0.50","tamale-proxy.prod.me-central-1.hermes.mobile-messaging.aws.dev","","","","","tamale-proxy.prod.me-central-1.hermes.mobile-messaging.aws.dev","","false"
"40.172.3.89","*.mecentral-1-https-canary.waf.aws.dev","","","","","*.mecentral-1-https-canary.waf.aws.dev","","false"
"40.172.0.52","salesdashboard.jooodah.com","","","","","salesdashboard.jooodah.com","","false"
"40.172.3.101","seanet","seanet","cn","cd","sc","www.igiseis.com|file.igiseis.com|mapserver.igiseis.com|210.75.225.221|webtest.seawan.net","","true"
"40.172.0.35","redshift-data-integ.me-central-1.api.aws","","","","","redshift-data-integ.me-central-1.api.aws|*.redshift-data-integ.me-central-1.api.aws|*.integ.redshift-data.me-central-1.vpce.amazonaws.com","","false"
"40.172.0.92","kube-apiserver","","","","","b2f7f87880db2bbeb9ee48b8c28783bd.sk1.gamma.me-central-1.clusters.wesley.amazonaws.com|ip-172-16-50-218.me-central-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.0.37.150|172.16.50.218","false"
"40.172.0.42","*.execute-api.me-central-1.amazonaws.com","","","","","*.execute-api.me-central-1.amazonaws.com","","false"
"40.172.3.135","CloudFlare Origin Certificate","CloudFlare, Inc.","","","","*.aaico.com|aaico.com","","false"
"40.172.3.77","api.dev.scoutr.ai","","","","","api.dev.scoutr.ai","","false"
"40.172.0.29","c7f2e63537ff0818","Palo Alto Networks","US","Santa Clara","CA","c7f2e63537ff0818","","true"
